0.000000000000000000e+00,1.280000000000000000e+02,1.280000000000000000e+02,6.400000000000000000e+01,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01
6.400000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,1.920000000000000000e+02,1.280000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.280000000000000000e+02,6.400000000000000000e+01,1.920000000000000000e+02,1.920000000000000000e+02,1.280000000000000000e+02,6.400000000000000000e+01,1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02
6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01
6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02
1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,1.280000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.280000000000000000e+02,6.400000000000000000e+01,1.920000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01
6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02
6.400000000000000000e+01,6.400000000000000000e+01,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01
1.920000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,1.920000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02
6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,0.000000000000000000e+00,1.280000000000000000e+02,6.400000000000000000e+01
1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,1.920000000000000000e+02
0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02,0.000000000000000000e+00,1.280000000000000000e+02
